City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,manaure,11.7751,-72.4445,26.91,72,11,7.33,CO,1682463050
364,guanare,9.0418,-69.7421,25.9,79,93,0.54,VE,1682463050
365,bubaque,11.2833,-15.8333,25.74,69,2,9.09,GW,1682463050
366,cururupu,-1.8283,-44.8683,24.38,90,85,1.43,BR,1682463050
367,oliver,49.1831,-119.5524,18.95,20,71,2.57,CA,1682463051
368,tchintabaraden,15.8969,5.7985,29.35,13,14,2.2,NE,1682463051
369,kilindoni,-7.9139,39.6668,27.73,74,31,8.43,TZ,1682463052
370,nassjo,57.6531,14.6968,2.51,88,28,2.8,SE,1682463052
371,lamu,-2.2717,40.902,26.66,86,95,4.93,KE,1682463053
372,lapy,52.9911,22.8842,7.37,92,100,7.46,PL,1682463053
373,tonghae,37.5439,129.1069,11.14,64,3,4.15,KR,1682463054
374,dwarka,22.2394,68.9678,26.41,74,48,4.32,IN,1682463054
375,biloela,-24.4167,150.5,22.59,51,0,7.85,AU,1682463055
376,villamontes,-21.25,-63.5,18.97,81,96,1.47,BO,1682463055
377,sinalunga,43.2152,11.7495,11.23,90,69,1.51,IT,1682463055
378,zhangye,38.9342,100.4517,9.69,28,1,6.46,CN,1682463056
379,errachidia,31.9275,-4.4285,28.03,17,40,3.6,MA,1682463057
380,phek,25.6667,94.5,9.52,96,3,0.54,IN,1682463057
381,beyneu,45.3167,55.2,20.43,19,100,10.54,KZ,1682463058
382,kerikeri,-35.2268,173.9474,20.51,78,17,0.45,NZ,1682462634
383,afaahiti,-17.75,-149.2833,27.93,85,100,5.32,PF,1682462650
384,usogorsk,63.4106,48.6872,0.65,99,100,1.72,RU,1682463059
385,gondar,12.6,37.4667,19.74,32,66,2.13,ET,1682463059
386,barstow,34.8986,-117.0228,29.53,10,1,3.99,US,1682463060
387,kalat,29.0225,66.5916,13.58,47,100,1.69,PK,1682463563
388,korla,41.7597,86.1469,14.52,38,100,2.74,CN,1682463563
389,kone,-21.0595,164.8658,26.71,71,100,1.54,NC,1682463564
390,suva,-18.1416,178.4415,29.71,66,40,5.14,FJ,1682463398
391,mahriz,31.5917,54.4318,15.28,45,79,1.38,IR,1682463564
392,antofagasta,-23.65,-70.4,18.6,86,42,2.63,CL,1682463310
393,sitka,57.0531,-135.33,5.94,70,100,5.14,US,1682463565
394,the pas,53.8251,-101.2541,7.01,42,0,10.29,CA,1682463565
395,trinidad,-14.8333,-64.9,26.99,83,40,4.63,BO,1682463566
396,san pedro pochutla,15.7333,-96.4667,29.84,54,71,4.45,MX,1682463566
397,madera,37.1666,-119.8343,28.03,44,8,2.14,US,1682463423
398,lata,40.1629,-8.3327,16.56,92,22,0.72,PT,1682463566
399,nieuw amsterdam,5.8833,-55.0833,27.01,90,40,2.57,SR,1682463567
400,pitiquito,30.7,-112.0833,32.01,12,3,8.33,MX,1682463567
401,rio grande,-32.035,-52.0986,23.06,91,100,3.64,BR,1682463569
402,fortuna,40.5982,-124.1573,18.29,68,7,1.34,US,1682463569
403,san-pedro,4.7485,-6.6363,26.84,88,100,3.34,CI,1682463570
404,hirara,24.8,125.2833,20.15,94,100,8.75,JP,1682463570
405,chany,55.3121,76.7647,7.22,79,66,2.99,RU,1682463570
406,hailar,49.2,119.7,3.9,26,100,5.54,CN,1682463406
407,coahuayana de hidalgo,18.7,-103.6583,28.93,46,97,3.32,MX,1682463571
408,kutum,14.2,24.6667,27.61,19,63,2.46,SD,1682463571
409,al kharijah,25.4514,30.5464,23.06,24,0,4.68,EG,1682463571
410,serenje,-13.2325,30.2352,13.48,95,2,1.85,ZM,1682463571
411,lycksele,64.5954,18.6735,-1.07,100,100,2.57,SE,1682463572
412,puerto carreno,6.189,-67.4859,28.99,70,100,2.57,CO,1682463572
413,san juan bautista,-14.0108,-75.7358,23.68,69,3,4.12,PE,1682463572
414,rupert,42.6191,-113.6772,14.54,33,0,4.12,US,1682463572
415,krasnyy kholm,58.0607,37.1203,10.29,70,100,2.19,RU,1682463573
416,ko pha ngan,9.7578,100.0291,26.38,70,98,3.27,TH,1682463397
417,pedra azul,-16.0053,-41.2972,18.96,93,82,1.39,BR,1682463573
418,uruzgan,32.8333,66.0,16.42,26,87,1.37,AF,1682463574
419,itaituba,-4.2761,-55.9836,25.65,82,93,0.53,BR,1682463574
420,magadan,59.5667,150.8,0.38,73,59,3.31,RU,1682463574
421,yagunovskiy,55.2828,85.978,-0.31,74,0,4.02,RU,1682463575
422,hwange,-18.3693,26.5019,20.61,47,1,2.05,ZW,1682463575
423,angus,44.3168,-79.8829,8.74,61,92,2.57,CA,1682463575
424,kendari,-3.945,122.4989,25.12,92,76,1.62,ID,1682463575
425,tajao,10.3148,123.5835,27.03,79,78,2.8,PH,1682463576
426,olyokminsk,60.3736,120.4264,-0.62,79,100,1.14,RU,1682463576
427,san ramon de la nueva oran,-23.1322,-64.326,19.68,89,26,0.87,AR,1682463576
428,mozarlandia,-14.7447,-50.5706,25.03,65,5,1.0,BR,1682463576
429,silver city,32.7701,-108.2803,23.84,18,4,11.62,US,1682463577
430,xiongzhou,25.1167,114.3,13.56,88,77,1.56,CN,1682463577
431,mil'kovo,55.6078,37.7956,12.22,84,100,3.78,RU,1682463577
432,adrar,20.5022,-10.0711,30.33,12,0,4.02,MR,1682463578
433,nizhniy kuranakh,58.8353,125.4869,-1.03,70,75,1.05,RU,1682463578
434,n'zeto,-7.2312,12.8666,25.88,91,79,2.9,AO,1682463579
435,ishigaki,24.3448,124.1572,20.07,100,75,5.14,JP,1682463579
436,noumea,-22.2763,166.4572,25.0,99,99,2.8,NC,1682463579
437,harstad,68.799,16.5293,1.66,74,99,7.6,NO,1682463580
438,edd,13.9297,41.6925,31.37,60,7,4.1,ER,1682463580
439,cuatro cienegas de carranza,26.9833,-102.0833,33.42,5,1,3.4,MX,1682463580
440,ebon,4.582,168.6964,27.87,79,100,8.24,MH,1682463581
441,bengkulu,-3.8004,102.2655,24.3,93,99,1.46,ID,1682463357
442,springbok,-29.6643,17.8865,15.89,58,0,1.09,ZA,1682463581
443,guymon,36.6828,-101.4816,13.0,82,100,8.75,US,1682463468
444,saint-francois,46.4154,3.9054,5.69,87,0,0.0,FR,1682463452
445,vernon,50.2581,-119.2691,17.2,40,100,1.34,CA,1682463583
446,limon,10.0,-83.0333,28.94,74,40,3.6,CR,1682463584
447,collie,-33.3667,116.15,12.1,89,91,3.14,AU,1682463584
448,ceuta,35.8903,-5.3075,19.02,56,0,2.74,ES,1682463584
449,salalah,17.0151,54.0924,27.17,77,38,3.15,OM,1682463585
450,port macquarie,-31.4333,152.9167,19.38,62,95,2.42,AU,1682463585
451,banamba,13.55,-7.45,29.31,15,0,4.0,ML,1682463585
452,mossel bay,-34.1831,22.146,16.96,86,8,2.8,ZA,1682463585
453,lazaro cardenas,17.9583,-102.2,28.13,58,8,5.64,MX,1682463420
454,tabou,4.423,-7.3528,26.74,86,100,3.12,CI,1682463586
455,sabang,5.8933,95.3214,28.47,76,97,4.82,ID,1682463587
456,spassk,52.747,87.7545,-0.84,97,100,1.98,RU,1682463588
457,farafangana,-22.8167,47.8333,21.91,83,100,2.43,MG,1682463588
458,orcopampa,-15.2661,-72.3417,9.93,65,46,3.11,PE,1682463588
459,kzyltu,53.6364,72.3414,11.3,46,42,4.25,KZ,1682463589
460,falun,60.6036,15.626,1.23,74,100,2.62,SE,1682463590
461,iskateley,67.6803,53.1512,-7.19,88,7,6.29,RU,1682463590
462,flekkefjord,58.2971,6.6607,4.97,64,6,8.13,NO,1682463590
463,soio,-6.1349,12.3689,26.22,89,98,2.82,AO,1682463591
464,belebey,54.1167,54.1167,13.64,53,100,5.05,RU,1682463591
465,belyy yar,53.6039,91.3903,-3.06,74,0,2.0,RU,1682463591
466,bako,5.7833,36.5667,16.21,98,100,0.91,ET,1682463592
467,senj,44.9894,14.9058,11.51,90,99,2.93,HR,1682463592
468,charters towers,-20.1,146.2667,21.61,68,0,5.86,AU,1682463593
469,markha,62.1053,129.7269,-3.02,86,0,2.0,RU,1682463593
470,broome,42.2506,-75.833,11.12,40,67,0.89,US,1682463593
471,nabire,-3.3667,135.4833,26.49,84,72,1.14,ID,1682463594
472,tralee,52.2704,-9.7026,7.27,95,100,4.18,IE,1682463595
473,shitanjing,39.2342,106.3439,11.31,25,0,3.35,CN,1682463595
474,bouarfa,32.53,-1.95,21.83,22,0,2.47,MA,1682463596
475,aanekoski,62.6946,25.818,8.25,4,46,2.21,FI,1682463596
476,saint-denis,48.9167,2.3333,7.84,77,0,3.6,FR,1682463596
477,canmore,51.0834,-115.3521,13.06,71,100,7.2,CA,1682463358
478,neiafu,-18.65,-173.9833,27.38,69,40,4.12,TO,1682463597
479,zaozersk,69.4005,32.4476,-9.08,93,50,1.62,RU,1682463326
480,argo,37.6333,22.7333,14.88,70,77,1.8,GR,1682463598
481,cahors,44.4167,1.3333,9.8,95,100,0.92,FR,1682463599
482,martinsburg,39.4562,-77.9639,15.04,34,66,3.69,US,1682463599
483,skowhegan,44.7651,-69.7192,6.65,97,100,1.36,US,1682463600
484,thomson,33.4707,-82.5046,22.79,49,100,4.12,US,1682463381
485,mermoz boabab,14.7065,-17.4758,21.88,94,40,7.2,SN,1682463601
486,bakchar,57.0186,82.0711,-1.6,82,59,0.98,RU,1682463602
487,bac lieu,9.285,105.7244,26.74,82,100,3.24,VN,1682463603
488,kapuskasing,49.4169,-82.4331,0.05,93,100,5.14,CA,1682463386
489,alvaraes,-3.2208,-64.8042,23.93,89,31,1.47,BR,1682463608
490,novyy urengoy,66.0833,76.6333,-13.17,96,43,3.22,RU,1682463610
491,brownfield,33.1812,-102.2744,26.33,11,69,4.87,US,1682463610
492,kingston,17.997,-76.7936,29.53,70,20,5.14,JM,1682463336
493,salahonda,2.1019,-78.7217,28.06,73,35,3.11,CO,1682463615
494,araxa,-19.5933,-46.9406,22.98,60,40,2.57,BR,1682463615
495,villa gesell,-37.2639,-56.973,18.92,92,20,3.49,AR,1682463607
496,astaneh-ye ashrafiyeh,37.2596,49.9444,15.96,84,100,2.71,IR,1682463621
497,camarinas,43.1311,-9.1817,16.77,98,100,5.64,ES,1682463631
498,mercedes,-34.6515,-59.4307,17.66,82,94,0.73,AR,1682463611
499,as sulayyil,20.4607,45.5779,23.14,48,85,5.15,SA,1682463634
500,nusaybin,37.0778,41.2178,14.87,56,0,0.91,TR,1682463635
501,alesund,62.4723,6.1549,4.86,91,75,3.09,NO,1682463639
502,draguseni,45.9667,27.75,9.17,95,80,4.78,RO,1682463642
503,pasni,25.2631,63.471,25.34,57,78,0.29,PK,1682463642
504,pirane,-25.7324,-59.1088,17.3,97,51,1.59,AR,1682463642
505,saynshand,44.8824,110.1163,6.2,24,100,6.18,MN,1682463643
506,kailua-kona,19.6406,-155.9956,27.38,76,40,4.12,US,1682463384
507,yauya,-8.9833,-77.3,11.82,73,77,1.0,PE,1682463644
508,liwale,-9.7667,37.9333,18.63,83,54,2.0,TZ,1682463644
509,aswan,24.0934,32.907,28.61,13,0,4.12,EG,1682463631
510,yelwa,8.8333,9.6333,30.98,43,87,1.69,NG,1682463646
511,aubenas,44.6201,4.3899,7.59,80,72,2.99,FR,1682463647
512,ardakan,32.31,54.0175,18.08,56,81,2.12,IR,1682463647
513,dalbandin,28.8947,64.4101,22.31,39,100,4.85,PK,1682463648
514,midvagur,62.0511,-7.1939,0.46,86,100,1.03,FO,1682463648
515,puerto armuelles,8.2833,-82.8667,29.99,84,74,1.04,PA,1682463648
516,pertek,38.8663,39.3268,9.99,49,24,2.28,TR,1682463649
517,hualien city,23.9769,121.6044,22.63,99,97,2.1,TW,1682463649
518,bodo,67.28,14.405,0.02,84,75,3.6,NO,1682463649
519,da nang,16.0678,108.2208,25.99,83,40,0.0,VN,1682463650
520,kirensk,57.7853,108.1119,-0.67,77,45,1.51,RU,1682463650
521,cidreira,-30.1811,-50.2056,21.34,88,84,4.68,BR,1682463650
522,fuglafjordur,62.244,-6.814,0.26,63,100,6.88,FO,1682463650
523,hammerfest,70.6634,23.6821,0.25,74,75,0.0,NO,1682463651
524,nguruka,-5.1092,31.0419,18.02,97,34,0.7,TZ,1682463652
525,embu,-23.6489,-46.8522,20.06,90,83,0.92,BR,1682463652
526,athens,37.9795,23.7162,18.78,60,20,4.92,GR,1682463562
527,praya,14.9215,-23.5087,22.3,73,20,7.2,CV,1682463653
528,kindu,-2.95,25.95,20.88,99,95,1.67,CD,1682463654
529,moree,-29.4667,149.85,19.16,49,0,5.09,AU,1682463654
530,galveston,29.3669,-94.9669,24.54,81,100,5.66,US,1682463556
531,virginia beach,36.8529,-75.978,15.0,56,75,4.63,US,1682463440
532,pierre,44.3683,-100.351,5.21,92,100,3.23,US,1682463609
533,ochakiv,46.6128,31.5498,11.22,79,90,5.92,UA,1682463655
534,gizo,-8.103,156.8419,27.95,77,100,3.11,SB,1682463656
535,sinop,41.7711,34.8709,9.75,72,99,2.71,TR,1682463656
536,elverum,60.8819,11.5623,0.02,97,100,3.97,NO,1682463658
537,fisterra,42.9049,-9.2629,16.68,97,100,4.75,ES,1682463658
538,sosnovyy bor,59.9,29.1167,8.7,72,60,4.28,RU,1682463587
539,la tuque,47.4334,-72.7824,6.14,87,99,1.03,CA,1682463369
540,agat village,13.3886,144.6585,29.52,87,75,7.2,GU,1682463660
541,kwang binh,17.4833,106.6,23.39,97,100,3.72,VN,1682463660
542,nouadhibou,20.931,-17.0347,18.99,88,20,6.69,MR,1682463660
543,vavuniya,8.7514,80.4971,24.18,94,100,0.97,LK,1682463661
544,puerto deseado,-47.7503,-65.8938,9.51,67,100,4.13,AR,1682463661
545,haiku-pauwela,20.9219,-156.3051,25.58,77,37,3.39,US,1682463662
546,yorkton,51.2167,-102.4677,9.91,40,75,7.2,CA,1682463662
547,guliston,40.4897,68.7842,15.13,60,0,3.05,UZ,1682463662
548,korhogo,9.45,-5.6333,25.23,71,93,1.9,CI,1682463663
549,lagos,6.5833,3.75,26.5,91,100,2.55,NG,1682463433
550,myeik,12.4333,98.6,26.05,87,85,1.26,MM,1682463664
551,fale old settlement,-9.3852,-171.2468,29.15,72,62,5.8,TK,1682463664
552,grand gaube,-20.0064,57.6608,24.22,87,61,3.17,MU,1682463665
553,pahokee,26.8201,-80.6653,22.23,80,65,2.28,US,1682463665
554,ubari,26.5921,12.7805,23.18,26,1,3.84,LY,1682463666
555,twon-brass,4.3151,6.2418,27.52,81,100,4.54,NG,1682463667
556,arraial do cabo,-22.9661,-42.0278,23.92,88,20,4.12,BR,1682463376
557,saint-pierre,-21.3393,55.4781,23.82,78,75,2.06,RE,1682463531
558,kalifornsky,60.4183,-151.29,4.19,70,20,4.63,US,1682463668
559,gadzhiyevo,69.2551,33.3362,-9.72,94,53,2.42,RU,1682463668
560,nantucket,41.2835,-70.0995,9.49,71,23,1.37,US,1682463664
561,porangatu,-13.4408,-49.1486,24.77,66,23,0.63,BR,1682463669
562,mo i rana,66.3128,14.1428,0.74,88,75,1.54,NO,1682463670
563,morehead city,34.7229,-76.726,19.01,59,20,3.6,US,1682463600
564,birao,10.2849,22.7882,32.42,30,99,1.54,CF,1682463670
565,callao,-12.0667,-77.15,26.16,69,0,7.2,PE,1682463609
566,anaconda,46.1285,-112.9423,8.55,78,86,2.41,US,1682463603
567,fayetteville,35.0527,-78.8784,19.71,54,100,1.54,US,1682463672
568,polva,58.0603,27.0694,11.68,85,65,3.26,EE,1682463672
569,divnogorsk,55.9594,92.3619,-2.73,93,90,1.89,RU,1682463673
570,xining,36.6167,101.7667,6.75,25,0,0.89,CN,1682463673
571,copala,16.65,-98.9833,29.24,55,89,4.97,MX,1682463674
572,itupiranga,-5.1347,-49.3267,27.18,89,98,1.34,BR,1682463674
573,iquitos,-3.7481,-73.2472,29.02,74,40,1.03,PE,1682463674
574,sechura,-5.5569,-80.8222,27.71,66,85,4.79,PE,1682463675
575,belmonte,-15.8631,-38.8828,24.54,85,1,2.86,BR,1682463675
576,beledweyne,4.7358,45.2036,27.6,65,98,5.87,SO,1682463675
577,ryotsu-minato,38.0833,138.4333,12.52,83,100,3.33,JP,1682463675
578,tommot,58.9564,126.2925,-1.85,74,89,1.05,RU,1682463676
